column,from_week,to_week,mean_from,mean_to,std_jump,abs_std_jump
intended_use_of_funds,5,6,1.1639484978540773,1.1366635249764374,-0.025552387462508847,0.025552387462508847
prior_underwriter_score,9,10,0.4697141538005003,0.45996140678291964,-0.025076597485434955,0.025076597485434955
prior_underwriter_score,9,10,0.4697141538005003,0.45996140678291964,-0.025076597485434955,0.025076597485434955
stated_time_in_business,4,5,6.610927468229089,6.71527834900616,0.024879064192919142,0.024879064192919142
platform_active_months,2,3,5.891500904159132,6.0018674136321195,0.02457629367443031,0.02457629367443031
observed_overdraft_count_3mo,5,6,0.46308724832214765,0.445095168374817,-0.024435514315513152,0.024435514315513152
recent_inquiries_count_6mo,2,3,0.6238698010849909,0.6041083099906629,-0.02430423094197746,0.02430423094197746
existing_debt_obligations,8,9,8197.992960414582,8300.831330745374,0.024073493348842546,0.024073493348842546
observed_revenue_volatility,7,8,1.2603134436889185,1.2438509053743958,-0.024038762147024037,0.024038762147024037
repeat_application_count,5,6,0.2515021459227468,0.2639019792648445,0.023974649872470843,0.023974649872470843
prior_loans_count,4,5,0.3974121996303142,0.38197424892703863,-0.023838725905097426,0.023838725905097426
existing_debt_obligations,9,10,8300.831330745374,8199.539693924036,-0.02371141761064762,0.02371141761064762
requested_amount_to_observed_revenue,10,11,0.011865392888425247,0.011998740829442401,0.023536230487043317,0.023536230487043317
bookkeeping_recency_days,8,9,22.56229181788453,22.317415471483482,-0.023309594505272556,0.023309594505272556
multi_lender_inquiry_count_30d,10,11,0.43212435233160623,0.44781553398058255,0.02293182058007416,0.02293182058007416
requested_amount_to_observed_revenue,6,7,0.011796118728780246,0.011923464193113468,0.022476778997590284,0.022476778997590284
platform_active_months,3,4,6.0018674136321195,5.902033271719039,-0.02223095758039846,0.02223095758039846
repeat_application_count,8,9,0.2425650557620818,0.2537764350453172,0.021676814960931632,0.021676814960931632
prior_decision,5,6,0.5416309012875536,0.5523091423185674,0.021537219966801094,0.021537219966801094
intended_use_of_funds,1,2,1.1650399290150844,1.1428571428571428,-0.020774187661744544,0.020774187661744544
prior_loans_count,11,12,0.3919902912621359,0.40543601359003395,0.020762398800949714,0.020762398800949714
prior_approved_amount,10,11,26278.509788019142,26392.491570160622,0.020623491965959504,0.020623491965959504
aggregate_credit_utilization,10,11,0.4886487061953808,0.49349076061206604,0.020536624933494858,0.020536624933494858
has_linked_bank_feed,11,12,0.6395631067961165,0.6296715741789355,-0.02052368912942587,0.02052368912942587
observed_revenue_trend_3mo,1,2,-0.4532425377742007,-0.4445219991235778,0.020409846971423295,0.020409846971423295
stated_annual_revenue,3,4,3120062.2399468236,3155360.690328084,0.020361943721489417,0.020361943721489417
prior_loans_amount_total,9,10,3871.6544550529948,3739.97413995049,-0.020100876207752985,0.020100876207752985
application_channel,8,9,0.6821561338289963,0.6676737160120846,-0.01987981091339381,0.01987981091339381
recent_inquiries_count_6mo,3,4,0.6041083099906629,0.588724584103512,-0.01892011209704244,0.01892011209704244
prior_loans_default_count,5,6,0.04034334763948498,0.04429783223374175,0.018871707354099272,0.018871707354099272
has_linked_bank_feed,1,2,0.6149068322981367,0.6238698010849909,0.018597035684705446,0.018597035684705446
observed_monthly_revenue_avg_3mo,12,13,240044.62431639197,242788.33229028445,0.018464732857164354,0.018464732857164354
invoice_payment_delinquency_rate,8,9,0.23339860218120695,0.23616615107103656,0.01833536738711716,0.01833536738711716
application_channel,7,8,0.6688804554079696,0.6821561338289963,0.018223336744838673,0.018223336744838673
aggregate_credit_utilization,6,7,0.49827314240451276,0.5025398503331101,0.018096405552244486,0.018096405552244486
prior_approved_amount,7,8,26614.852993582143,26714.25433906119,0.01798535530307934,0.01798535530307934
stated_annual_revenue,1,2,3256172.5643524174,3225000.491400289,-0.017981639088337203,0.017981639088337203
prior_decision,8,9,0.5808550185873605,0.5720040281973817,-0.017851790983118395,0.017851790983118395
repeat_application_count,9,10,0.2537764350453172,0.24455958549222798,-0.017820460555090956,0.017820460555090956
requested_amount,6,7,28082.01242054839,28180.5642744874,0.01769284202303066,0.01769284202303066
requested_amount,4,5,28540.389649922552,28441.935635394424,-0.017675277084664546,0.017675277084664546
vintage_years,4,5,6.171460369392097,6.2456924173292565,0.017485611452660105,0.017485611452660105
account_age_days,12,13,1101.4813137032843,1116.171301446051,0.01747539682786628,0.01747539682786628
prior_decision,6,7,0.5523091423185674,0.5607210626185958,0.016966219185231304,0.016966219185231304
days_since_last_inquiry_elsewhere,7,8,37.92516894264761,38.729046021951675,0.01659062579946938,0.01659062579946938
application_channel,5,6,0.632618025751073,0.644674835061263,0.016550212287449087,0.016550212287449087
employee_count_bucket,8,9,1.0157992565055762,1.0322255790533736,0.016478215891408396,0.016478215891408396
prior_loans_default_count,10,11,0.04145077720207254,0.044902912621359224,0.016474381888885153,0.016474381888885153
application_channel,4,5,0.6210720887245841,0.632618025751073,0.01584894510062526,0.01584894510062526
prior_underwriter_score,6,7,0.45248162023416927,0.45855145665584346,0.015606971499863124,0.015606971499863124
prior_underwriter_score,6,7,0.45248162023416927,0.45855145665584346,0.015606971499863124,0.015606971499863124
has_linked_bank_feed,4,5,0.6469500924214417,0.6394849785407726,-0.01548917468426444,0.01548917468426444
intended_use_of_funds,4,5,1.1802218114602587,1.1639484978540773,-0.015239964372654118,0.015239964372654118
stated_time_in_business,6,7,6.508274898606586,6.445039299293913,-0.01507646627285002,0.01507646627285002
existing_debt_obligations,3,4,7833.536482412892,7769.200127554425,-0.015060534368564658,0.015060534368564658
multi_lender_inquiry_count_30d,3,4,0.45471521942110177,0.444547134935305,-0.014860110238194774,0.014860110238194774
account_age_days,3,4,1144.6778711484594,1157.014787430684,0.014676152998847478,0.014676152998847478
days_since_last_external_decline,5,6,80.0592211972291,78.67540604246318,-0.014555785260175988,0.014555785260175988
sector,2,3,1.581374321880651,1.5620915032679739,-0.014553899183590843,0.014553899183590843
prior_loans_default_count,12,13,0.045300113250283124,0.042269187986651836,-0.014464270431213077,0.014464270431213077
recent_inquiries_count_6mo,11,12,0.633495145631068,0.6217440543601359,-0.014452413267082015,0.014452413267082015
prior_underwriter_score,12,13,0.45922410879705233,0.4648366545121367,0.014431169957763015,0.014431169957763015
prior_underwriter_score,12,13,0.45922410879705233,0.4648366545121367,0.014431169957763015,0.014431169957763015
aggregate_credit_utilization,1,2,0.5053942076845094,0.5019943593126358,-0.014419790616834705,0.014419790616834705
days_since_last_external_decline,9,10,77.08395822269735,75.71455291299306,-0.014404213997477213,0.014404213997477213
platform_active_months,4,5,5.902033271719039,5.8377682403433475,-0.01431046693084036,0.01431046693084036
existing_debt_obligations,2,3,7894.009499871439,7833.536482412892,-0.014156163491214797,0.014156163491214797
requested_amount,7,8,28180.5642744874,28104.643560818105,-0.013629912980205099,0.013629912980205099
intended_use_of_funds,8,9,1.1886617100371748,1.1742195367573012,-0.013525100761615422,0.013525100761615422
aggregate_credit_utilization,7,8,0.5025398503331101,0.49936674181727997,-0.013458117950581121,0.013458117950581121
observed_monthly_revenue_avg_3mo,9,10,249553.33420878067,247583.22926579934,-0.013258503389892758,0.013258503389892758
existing_debt_obligations,11,12,8214.097009211642,8270.549673790592,0.013215036769781254,0.013215036769781254
prior_underwriter_score,8,9,0.4748404875597095,0.4697141538005003,-0.013181005107992074,0.013181005107992074
prior_underwriter_score,8,9,0.4748404875597095,0.4697141538005003,-0.013181005107992074,0.013181005107992074
sector,5,6,1.513304721030043,1.530631479736098,0.013077543509149804,0.013077543509149804
observed_revenue_trend_3mo,7,8,-0.4471900463521997,-0.4417915589575176,0.012634804570787583,0.012634804570787583
days_since_last_inquiry_elsewhere,2,3,40.74558660413146,40.14176278686219,-0.012461874158415279,0.012461874158415279
observed_cash_balance_p10,10,11,407.41390984225416,444.8432568783374,0.01241108610272402,0.01241108610272402
existing_debt_obligations,6,7,8257.727903136858,8205.219966734308,-0.01229161307868124,0.01229161307868124
requested_amount_to_observed_revenue,5,6,0.01172665661534027,0.011796118728780246,0.012260229138671912,0.012260229138671912
days_since_last_inquiry_elsewhere,3,4,40.14176278686219,39.55048019463518,-0.012203045069864521,0.012203045069864521
platform_active_months,8,9,5.979553903345725,5.925478348439073,-0.012041485450066882,0.012041485450066882
requested_amount_to_observed_revenue,7,8,0.011923464193113468,0.011855593825894737,-0.011979282124009854,0.011979282124009854
account_age_days,8,9,1165.9275092936803,1155.9778449144007,-0.011836247679485597,0.011836247679485597
stated_annual_revenue,10,11,2876004.8312630802,2896374.84605367,0.01175046185574476,0.01175046185574476
stated_annual_revenue,6,7,3017920.3579968642,2997639.768450044,-0.011698876821238904,0.011698876821238904
stated_time_in_business,12,13,6.328700248661939,6.279862745021264,-0.01164370994332084,0.01164370994332084
multi_lender_inquiry_count_30d,9,10,0.44008056394763345,0.43212435233160623,-0.011627576645111434,0.011627576645111434
intended_use_of_funds,6,7,1.1366635249764374,1.1489563567362429,0.011512241611770061,0.011512241611770061
prior_decision,12,13,0.5685164212910532,0.5628476084538376,-0.011433574937214712,0.011433574937214712
employee_count_bucket,6,7,0.9773798303487277,0.9886148007590133,0.011270463453738541,0.011270463453738541
bookkeeping_recency_days,10,11,22.899056700277335,22.78310760768743,-0.011037106569282699,0.011037106569282699
stated_annual_revenue,5,6,2999495.2352488316,3017920.3579968642,0.010628549083734026,0.010628549083734026
employee_count_bucket,12,13,1.0226500566251415,1.0122358175750834,-0.010447139273702152,0.010447139273702152
vintage_years,6,7,6.054544713135304,6.0103948939553975,-0.010399640119568824,0.010399640119568824
requested_amount_to_observed_revenue,11,12,0.011998740829442401,0.01205568920406734,0.010051524311595117,0.010051524311595117
repeat_application_count,11,12,0.24635922330097088,0.24122310305775765,-0.009930511252590387,0.009930511252590387
requested_amount_to_observed_revenue,9,10,0.011809201019101274,0.011865392888425247,0.009917999316815179,0.009917999316815179
owner_personal_credit_band,10,11,2.049740932642487,2.063106796116505,0.009446429272035695,0.009446429272035695
prior_loans_default_count,2,3,0.054249547920433995,0.05228758169934641,-0.009362952738965424,0.009362952738965424
observed_monthly_revenue_avg_3mo,5,6,251890.89093709728,250518.7602788653,-0.00923422838380093,0.00923422838380093
geography_region,3,4,1.5434173669467788,1.533271719038817,-0.009036563130989007,0.009036563130989007
multi_lender_inquiry_count_30d,11,12,0.44781553398058255,0.4416761041902605,-0.008972447427170838,0.008972447427170838
requested_amount,1,2,28952.05175446999,28902.376795205644,-0.008918058581713793,0.008918058581713793
invoice_payment_delinquency_rate,1,2,0.24023866302651972,0.2389052527715847,-0.008834014456557073,0.008834014456557073
has_linked_bank_feed,5,6,0.6394849785407726,0.6437323279924599,0.008812717214221943,0.008812717214221943
multi_lender_inquiry_count_30d,8,9,0.44609665427509293,0.44008056394763345,-0.008792193415963724,0.008792193415963724
application_channel,10,11,0.6248704663212435,0.6310679611650486,0.008507213863675844,0.008507213863675844
employee_count_bucket,9,10,1.0322255790533736,1.0238341968911917,-0.008417891861881677,0.008417891861881677
invoice_payment_delinquency_rate,7,8,0.23466671256056995,0.23339860218120695,-0.008401394381317937,0.008401394381317937
observed_revenue_volatility,6,7,1.266047778611887,1.2603134436889185,-0.008373332875587723,0.008373332875587723
requested_amount_to_observed_revenue,8,9,0.011855593825894737,0.011809201019101274,-0.008188441346022353,0.008188441346022353
owner_personal_credit_band,3,4,2.0560224089635852,2.066543438077634,0.0074358201838652495,0.0074358201838652495
bookkeeping_recency_days,5,6,22.71594715540233,22.79348436733704,0.007380708654920324,0.007380708654920324
vintage_years,2,3,5.978953392653827,5.949499507885321,-0.0069379627687156924,0.0069379627687156924
days_since_last_inquiry_elsewhere,10,11,42.98806926198697,42.66032052800161,-0.006764164250718958,0.006764164250718958
invoice_payment_delinquency_rate,3,4,0.2294602874348832,0.23046109279706092,0.006630464258810341,0.006630464258810341
owner_personal_credit_band,7,8,2.0332068311195446,2.024163568773234,-0.006391396882734016,0.006391396882734016
owner_personal_credit_band,12,13,2.063420158550396,2.0545050055617353,-0.006300854585300215,0.006300854585300215
intended_use_of_funds,10,11,1.2093264248704663,1.2026699029126213,-0.00623383534161184,0.00623383534161184
prior_underwriter_score,5,6,0.4501395495137501,0.45248162023416927,0.006022012529649598,0.006022012529649598
prior_underwriter_score,5,6,0.4501395495137501,0.45248162023416927,0.006022012529649598,0.006022012529649598
vintage_years,12,13,5.873666343566869,5.849353455584679,-0.0057269834843909,0.0057269834843909
multi_lender_inquiry_count_30d,6,7,0.4297832233741753,0.42599620493358636,-0.005534524381641021,0.005534524381641021
repeat_application_count,6,7,0.2639019792648445,0.2666034155597723,0.005223133854855699,0.005223133854855699
bookkeeping_recency_days,4,5,22.662865602713655,22.71594715540233,0.005052792918009452,0.005052792918009452
multi_lender_inquiry_count_30d,12,13,0.4416761041902605,0.4382647385984427,-0.004985527886595272,0.004985527886595272
stated_annual_revenue,7,8,2997639.768450044,2989064.0175905647,-0.0049469298080841,0.0049469298080841
observed_revenue_volatility,2,3,1.2134747825045544,1.21667245756319,0.004669276917654953,0.004669276917654953
prior_approved_amount,6,7,26589.815240070588,26614.852993582143,0.004530249472238359,0.004530249472238359
prior_loans_count,10,11,0.39481865284974094,0.3919902912621359,-0.004367453811930903,0.004367453811930903
aggregate_credit_utilization,8,9,0.49936674181727997,0.49836852854350244,-0.004233725985516477,0.004233725985516477
payroll_regularity_score,3,4,0.5248604894175819,0.5240412906963292,-0.004202705029348192,0.004202705029348192
prior_decision,9,10,0.5720040281973817,0.5699481865284974,-0.004146480128241933,0.004146480128241933
repeat_application_count,10,11,0.24455958549222798,0.24635922330097088,0.0034795376011539673,0.0034795376011539673
existing_debt_obligations,10,11,8199.539693924036,8214.097009211642,0.00340773032114312,0.00340773032114312
stated_time_in_business,8,9,6.57901910565046,6.591798264310551,0.0030467735994977015,0.0030467735994977015
account_age_days,2,3,1142.1518987341772,1144.6778711484594,0.003004929009390158,0.003004929009390158
prior_loans_default_count,4,5,0.03974121996303143,0.04034334763948498,0.0028734913562031223,0.0028734913562031223
requested_amount_to_observed_revenue,12,13,0.01205568920406734,0.012071095680253736,0.0027192798910145102,0.0027192798910145102
prior_approved_amount,11,12,26392.491570160622,26378.579442052498,-0.0025172150924185903,0.0025172150924185903
has_linked_bank_feed,2,3,0.6238698010849909,0.6227824463118581,-0.002256124728175379,0.002256124728175379
days_since_last_inquiry_elsewhere,12,13,40.921476627552764,40.81270755189846,-0.002244804683692341,0.002244804683692341
days_since_last_external_decline,12,13,80.02789477597929,80.23611716987952,0.002190206142441171,0.002190206142441171
requested_amount,8,9,28104.643560818105,28115.64546930877,0.001975153394857691,0.001975153394857691
aggregate_credit_utilization,3,4,0.4889415753880106,0.4893987444326872,0.0019389929137053033,0.0019389929137053033
prior_loans_default_count,11,12,0.044902912621359224,0.045300113250283124,0.0018955324900753155,0.0018955324900753155
recent_inquiries_count_6mo,8,9,0.5845724907063197,0.5830815709969789,-0.001833649938600274,0.001833649938600274
platform_active_months,1,2,5.899733806566105,5.891500904159132,-0.0018332937076007455,0.0018332937076007455
stated_time_in_business,2,3,6.433321969024556,6.425856363542163,-0.0017799301419626845,0.0017799301419626845
existing_debt_obligations,7,8,8205.219966734308,8197.992960414582,-0.0016917740723657486,0.0016917740723657486
existing_debt_obligations,5,6,8263.303469410313,8257.727903136858,-0.0013051875206531954,0.0013051875206531954
vintage_years,8,9,6.122412441744881,6.127317692325074,0.0011554484633887372,0.0011554484633887372
observed_revenue_volatility,8,9,1.2438509053743958,1.2443106941772049,0.0006713881819088315,0.0006713881819088315
has_linked_bank_feed,7,8,0.6233396584440227,0.6236059479553904,0.0005525173258028255,0.0005525173258028255
sector,4,5,1.5138632162661738,1.513304721030043,-0.00042152983567558035,0.00042152983567558035
bookkeeping_recency_days,1,2,22.61431876966131,22.617651489776147,0.00031723911116019837,0.00031723911116019837
owner_personal_credit_band,11,12,2.063106796116505,2.063420158550396,0.00022147136801298317,0.00022147136801298317
requested_amount,10,11,27652.784529223576,27652.328378565922,-8.189193000432757e-05,8.189193000432757e-05
