model,feature_set,threshold,approved,approval_rate,realized_npv,mean_realized_npv_approved,observed_default_rate_approved,overlap_with_current_decisions
lightgbm,current_predictive,0.06271205551315084,1372,0.537828302626421,2954811.5538478317,2153.6527360406935,0.04956268221574344,0.7353978831830654
lightgbm,current_predictive,0.06425968844322576,1340,0.5252842022736182,2942633.012184561,2195.994785212359,0.04701492537313433,0.7228537828302627
lightgbm,current_predictive,0.0625,1378,0.5401803214425716,2938547.7865330013,2132.4729945812783,0.05079825834542816,0.737749901999216
lightgbm,current_predictive,0.065,1327,0.520188161505292,2903583.3192898324,2188.080873617055,0.04672192916352675,0.7177577420619365
lightgbm,current_predictive,-0.20548880111016116,2493,0.9772638181105449,2855704.7514081257,1145.4892705207083,0.13156839149618932,0.8251666013328106
lightgbm,current_predictive,0.06599683261681906,1308,0.5127401019208153,2853332.9896981614,2181.4472398303988,0.046636085626911315,0.7103096824774598
lightgbm,current_predictive,0.06737449290150804,1275,0.4998039984319875,2792149.3133416614,2189.9210300718914,0.043137254901960784,0.697373578988632
lightgbm,current_predictive,0.0675,1272,0.4986279890239122,2787117.253030984,2191.1299159048617,0.04323899371069182,0.6961975695805567
lightgbm,current_predictive,0.06874360427930842,1243,0.48725989807918463,2726028.271992246,2193.103999993762,0.042638777152051485,0.6848294786358291
lightgbm,current_predictive,0.06999999999999999,1219,0.4778518228145825,2690144.561864251,2206.8454158033232,0.04019688269073011,0.675421403371227
lightgbm,current_predictive,0.07018646572708276,1211,0.47471579772638184,2680539.2672047736,2213.492375891638,0.03963666391412056,0.6722853782830263
lightgbm,current_predictive,0.07115094599242093,1179,0.462171697373579,2563391.099317639,2174.20788746195,0.03816793893129771,0.6597412779302234
lightgbm,current_predictive,-0.305867265942917,2525,0.9898079184633477,2519231.4461738956,997.7154242272854,0.13980198019801982,0.8126225009800079
lightgbm,current_predictive,0.07226451174043627,1147,0.44962759702077615,2490122.293082308,2170.987177927034,0.037489102005231034,0.6471971775774206
lightgbm,current_predictive,0.0725,1141,0.44727557820462566,2476715.0185409077,2170.652952270734,0.03768624014022787,0.6448451587612701
lightgbm,current_predictive,0.07330894476729137,1115,0.43708349666797336,2406435.2106097266,2158.2378570490823,0.03766816143497758,0.6346530772246178
lightgbm,current_predictive,0.07409296161326252,1083,0.4245393963151705,2350629.031658789,2170.4792536092236,0.03693444136657433,0.622108976871815
lightgbm,current_predictive,0.07491036180640209,1051,0.4119952959623677,2288675.602396917,2177.617128826753,0.037107516650808754,0.6095648765190121
lightgbm,current_predictive,0.075,1046,0.41003528028224223,2276493.563111322,2176.380079456331,0.0372848948374761,0.6076048608388868
lightgbm,current_predictive,0.07554716123231262,1019,0.3994511956095649,2212700.2847640896,2171.442870229725,0.03729146221786065,0.5970207761662093
lightgbm,current_predictive,0.07635102469808804,987,0.38690709525676203,2118989.6637573456,2146.89935537725,0.0364741641337386,0.5844766758134065
lightgbm,current_predictive,0.07703585570067126,955,0.37436299490395925,2048243.6490777489,2144.7577477253917,0.03664921465968586,0.5719325754606037
lightgbm,current_predictive,0.0775,937,0.36730693845550766,2044874.6722587014,2182.3635776506953,0.03415154749199573,0.5648765190121521
lightgbm,current_predictive,0.0777925808501877,923,0.3618188945511564,2002426.592335245,2169.4762647185753,0.03358613217768147,0.5593884751078009
lightgbm,current_predictive,0.07855410064332366,891,0.3492747941983536,1929843.1962166093,2165.9295131499543,0.03479236812570146,0.546844374754998
lightgbm,current_predictive,0.07905127235037086,859,0.33673069384555077,1867235.0759374816,2173.7311710564395,0.034924330616996506,0.5343002744021952
lightgbm,current_predictive,0.07976046844964864,827,0.3241865934927479,1791298.377880055,2166.019803966209,0.03385731559854897,0.5217561740493923
lightgbm,current_predictive,0.08,816,0.319874558996472,1766065.0024473888,2164.295346136506,0.03431372549019608,0.5174441395531164
lightgbm,current_predictive,0.08070072862522253,795,0.31164249313994513,1728782.5110221175,2174.569196254236,0.03270440251572327,0.5092120736965896
lightgbm,current_predictive,0.08129749856045664,763,0.2990983927871423,1715828.4639900322,2248.7922201704223,0.02621231979030144,0.49666797334378676
lightgbm,current_predictive,0.08213469560099451,731,0.2865542924343395,1606531.453287266,2197.717446357409,0.025991792065663474,0.4841238729909839
lightgbm,current_predictive,0.08284360801601015,699,0.27401019208153665,1535009.4402789578,2196.0077829455763,0.02575107296137339,0.4715797726381811
lightgbm,current_predictive,0.08376826421916592,667,0.2614660917287338,1491485.851870999,2236.1107224452758,0.020989505247376312,0.4590356722853783
lightgbm,current_predictive,0.0844920713788204,635,0.24892199137593102,1407271.247582485,2216.1751930432833,0.02204724409448819,0.44649157193257544
lightgbm,current_predictive,0.08522645583700343,603,0.23637789102312817,1326919.9379194714,2200.5305769808815,0.02321724709784411,0.43394747157977265
lightgbm,current_predictive,0.08604483565610667,571,0.22383379067032536,1246326.7644691858,2182.70886947318,0.021015761821366025,0.4214033712269698
lightgbm,current_predictive,0.08669867723966161,539,0.21128969031752254,1167728.2581758257,2166.4717220330717,0.022263450834879406,0.408859270874167
lightgbm,current_predictive,0.08743037012537226,507,0.19874558996471972,1099475.322673949,2168.5903800275128,0.01972386587771203,0.39631517052136417
lightgbm,current_predictive,0.08821831123161891,475,0.1862014896119169,1016524.9506032179,2140.052527585722,0.021052631578947368,0.3837710701685613
lightgbm,current_predictive,0.08909333099666839,442,0.17326538612308898,972007.1832581164,2199.1112743396297,0.01583710407239819,0.3708349666797334
lightgbm,current_predictive,0.08998884732855832,410,0.16072128577028616,912406.4532268223,2225.381593236152,0.014634146341463415,0.35829086632693063
lightgbm,current_predictive,0.09092118072105398,378,0.14817718541748334,811220.4406765876,2146.0858218957346,0.013227513227513227,0.3457467659741278
lightgbm,current_predictive,0.09206010425597189,346,0.13563308506468053,732025.0206326481,2115.6792503833763,0.014450867052023121,0.33320266562132494
lightgbm,current_predictive,0.09339361865944029,314,0.1230889847118777,664516.873533346,2116.2957755839043,0.01592356687898089,0.32065856526852216
lightgbm,current_predictive,0.09456174020727112,282,0.11054488435907488,593937.1228945117,2106.160010264226,0.014184397163120567,0.3081144649157193
lightgbm,current_predictive,0.09567688496346721,250,0.09800078400627205,542580.8122999012,2170.3232491996046,0.012,0.2955703645629165
lightgbm,current_predictive,0.09715590828071548,218,0.08545668365346923,461324.3775924389,2116.1668696900865,0.013761467889908258,0.2830262642101137
lightgbm,current_predictive,0.0982208788064979,186,0.07291258330066641,377328.5680960998,2028.648215570429,0.016129032258064516,0.27048216385731083
lightgbm,current_predictive,0.09914390263249066,154,0.06036848294786358,321919.18873784435,2090.384342453535,0.012987012987012988,0.25793806350450804
lightgbm,current_predictive,0.10005691485223012,122,0.04782438259506076,258820.9094059606,2121.4828639832836,0.00819672131147541,0.24539396315170522
lightgbm,current_predictive,0.10155873928019374,90,0.03528028224225794,177839.76389156666,1975.9973765729628,0.011111111111111112,0.23284986279890238
lightgbm,current_predictive,0.10294225758808641,58,0.022736181889455115,93120.91081674844,1605.5329451163523,0.017241379310344827,0.22030576244609956
lightgbm,current_predictive,0.10582885170418602,26,0.010192081536652292,43182.207758574536,1660.854144560559,0.0,0.20776166209329675
catboost,current_predictive,-0.0025000000000000022,2085,0.8173265386123089,3778760.7689966923,1812.3552848905,0.086810551558753,0.9607996863974911
catboost,current_predictive,0.0175,1957,0.7671501372010976,3774834.4474704857,1928.888322672706,0.07613694430250383,0.9482555860446884
catboost,current_predictive,-0.0425,2244,0.8796550372402979,3774642.64403155,1682.1045650764481,0.09759358288770054,0.9212073696589572
catboost,current_predictive,0.020000000000000004,1941,0.7608780870246962,3770744.3357119337,1942.6812651787397,0.07470376094796496,0.9443355546844375
catboost,current_predictive,-0.0007266660024453631,2076,0.8137985103880832,3758818.1518579647,1810.6060461743568,0.08574181117533719,0.9611916895335163
catboost,current_predictive,0.0024999999999999953,2058,0.8067424539396315,3757594.4622265412,1825.8476492840337,0.08454810495626822,0.9635437083496668
catboost,current_predictive,0.0189011955931969,1948,0.7636221089768718,3757508.118099604,1928.9056047739239,0.07597535934291581,0.9455115640925127
catboost,current_predictive,-0.045000000000000005,2254,0.8835750686005488,3754990.945177453,1665.9232232375568,0.09849157054125998,0.9172873382987063
catboost,current_predictive,-0.037500000000000006,2229,0.8737749901999216,3754900.179236982,1684.5671508465598,0.09735307312696276,0.9255194041552333
catboost,current_predictive,0.0,2073,0.8126225009800079,3751190.5613088966,1809.5468216637225,0.08586589483839846,0.9615836926695414
catboost,current_predictive,0.014047639064928499,1980,0.7761662093296746,3751070.923842209,1894.4802645667721,0.07727272727272727,0.9541356330850647
catboost,current_predictive,0.0049999999999999975,2044,0.8012544100352803,3749751.4380690944,1834.516359133608,0.08317025440313111,0.9635437083496668
catboost,current_predictive,0.004941522939018196,2044,0.8012544100352803,3749751.4380690944,1834.516359133608,0.08317025440313111,0.9635437083496668
catboost,current_predictive,-0.047720327234924115,2269,0.8894551156409252,3749395.1865592385,1652.4438900657728,0.0991626267078008,0.9114072912583301
catboost,current_predictive,-0.05,2280,0.8937671501372011,3742469.6084845606,1641.434038809018,0.10043859649122808,0.9078792630341043
catboost,current_predictive,-0.0475,2266,0.8882791062328499,3741578.3501851726,1651.1819727207294,0.09929390997352162,0.9125833006664054
catboost,current_predictive,0.015,1976,0.7745981967855743,3741180.1922480967,1893.3098138907371,0.07742914979757085,0.9533516268130146
catboost,current_predictive,-0.0050000000000000044,2097,0.82203057624461,3740570.1186607666,1783.7721119030837,0.0882212684787792,0.9584476675813407
catboost,current_predictive,-0.039988022379739,2237,0.8769110152881223,3737030.405429108,1670.5544950510093,0.09789897183728208,0.9223833790670325
catboost,current_predictive,-0.04,2237,0.8769110152881223,3737030.405429108,1670.5544950510093,0.09789897183728208,0.9223833790670325
catboost,current_predictive,0.0075,2027,0.7945903567228538,3729534.0787270637,1839.9280112121676,0.08238776517020227,0.9615836926695414
catboost,current_predictive,0.012499999999999997,1992,0.7808702469619757,3728908.0211068178,1871.941777664065,0.0788152610441767,0.9564876519012152
catboost,current_predictive,0.010230931872153303,2012,0.7887103096824775,3726805.00545624,1852.288770107475,0.08101391650099403,0.9596236769894159
catboost,current_predictive,-0.035,2216,0.8686789494315954,3725586.7126584137,1681.221440730331,0.09611913357400723,0.9306154449235594
catboost,current_predictive,0.022499999999999992,1917,0.7514700117600941,3723875.891303506,1942.5539339089755,0.07511737089201878,0.9372794982359859
catboost,current_predictive,0.022509057927817818,1916,0.751078008624069,3720948.482478982,1942.039917786525,0.07515657620041753,0.9368874950999608
catboost,current_predictive,-0.010000000000000002,2125,0.8330066640533125,3720259.045864309,1750.7101392302632,0.0903529411764706,0.9545276362210897
catboost,current_predictive,0.009999999999999995,2016,0.7902783222265778,3715826.1742359446,1843.1677451567186,0.0818452380952381,0.9604076832614661
catboost,current_predictive,-0.0072579196258592315,2108,0.8263426107408859,3713456.1839346075,1761.601605282072,0.0896584440227704,0.9564876519012152
catboost,current_predictive,-0.054826890122644203,2301,0.9019992159937279,3705863.7030644817,1610.5448513969934,0.10299869621903521,0.9004312034496276
catboost,current_predictive,-0.0075,2110,0.8271266170129361,3698651.594666323,1752.915447709158,0.09004739336492891,0.9572716581732654
catboost,current_predictive,-0.022500000000000003,2164,0.8482947863582909,3696898.427199532,1708.363413678157,0.09380776340110905,0.9439435515484124
catboost,current_predictive,-0.0325,2206,0.8647589180713445,3694435.1675911485,1674.7212908391425,0.0956482320942883,0.9337514700117601
catboost,current_predictive,-0.032322833635442846,2205,0.8643669149353195,3691863.559695855,1674.3145395446054,0.09569160997732426,0.9341434731477852
catboost,current_predictive,-0.027500000000000004,2183,0.8557428459427675,3688867.245652141,1689.8155041924604,0.09482363719651855,0.9404155233241865
catboost,current_predictive,-0.030000000000000002,2196,0.8608388867110937,3688491.0764160072,1679.6407451803311,0.09562841530054644,0.9361034888279106
catboost,current_predictive,-0.0175,2151,0.8431987455899648,3688082.8678092873,1714.5898967035273,0.09344490934449093,0.9474715797726382
catboost,current_predictive,-0.013351024876052666,2141,0.8392787142297138,3687899.079619781,1722.5124145818688,0.09248014946286783,0.9498235985887887
catboost,current_predictive,-0.015,2147,0.8416307330458643,3681942.765424802,1714.924436620774,0.09315323707498836,0.9482555860446884
catboost,current_predictive,-0.06609369570516495,2333,0.9145433163465307,3680990.5946699944,1577.792796686667,0.10501500214316331,0.8878871030968247
catboost,current_predictive,-0.012500000000000004,2135,0.8369266954135633,3674011.117562838,1720.84829862428,0.09227166276346604,0.9521756174049393
catboost,current_predictive,-0.025210771106834402,2173,0.8518228145825166,3662562.713913351,1685.4867528363327,0.09526000920386563,0.941983535868287
catboost,current_predictive,-0.025,2172,0.8514308114464916,3659779.4343456905,1684.9813233635775,0.09530386740331492,0.942375539004312
catboost,current_predictive,-0.020000000000000004,2155,0.8447667581340651,3658478.7206845935,1697.669939992851,0.09419953596287703,0.946687573500588
catboost,current_predictive,0.027499999999999997,1862,0.7299098392787142,3640160.5772236795,1954.9734571555744,0.07142857142857142,0.9204233633869071
catboost,current_predictive,0.024999999999999994,1884,0.7385339082712662,3635045.226619811,1929.4295258066936,0.0732484076433121,0.9282634261074089
catboost,current_predictive,0.025028028496807946,1884,0.7385339082712662,3635045.226619811,1929.4295258066936,0.0732484076433121,0.9282634261074089
catboost,current_predictive,0.03166261376509456,1820,0.7134457075656605,3626544.6127790725,1992.6069300983916,0.06868131868131869,0.907095256762054
catboost,current_predictive,0.02886057311467571,1852,0.7259898079184633,3624622.5701770615,1957.139616726275,0.07127429805615551,0.9188553508428068
catboost,current_predictive,0.03,1838,0.7205017640141121,3616936.640266334,1967.8654190785278,0.07072905331882481,0.9141513132105057
catboost,current_predictive,0.0325,1812,0.7103096824774598,3606598.070956125,1990.3962863996273,0.06898454746136866,0.9039592316738534
catboost,current_predictive,0.037500000000000006,1759,0.6895335162681302,3567909.4759937245,2028.3737782795479,0.0648095508811825,0.8839670717365739
catboost,current_predictive,0.03779511439529172,1756,0.6883575068600549,3559222.5398771707,2026.892106991555,0.06492027334851937,0.8835750686005488
catboost,current_predictive,0.03440338124322112,1788,0.7009016072128577,3549870.7838361827,1985.3863444273952,0.06711409395973154,0.8953351626813014
catboost,current_predictive,0.035,1783,0.6989415915327323,3544384.906140317,1987.8771206619838,0.06674144699943915,0.893375147001176
catboost,current_predictive,-0.08003091854671349,2365,0.9270874166993336,3510447.3744251165,1484.3329278753135,0.10993657505285412,0.875343002744022
catboost,current_predictive,0.039999999999999994,1730,0.6781654253234026,3502132.8097774824,2024.3542253049031,0.06358381502890173,0.8749509996079968
catboost,current_predictive,0.040398829791385614,1724,0.6758134065072521,3499663.1666222326,2029.9670340036153,0.06322505800464037,0.8725989807918463
catboost,current_predictive,0.042499999999999996,1707,0.6691493531948256,3485816.3229999035,2042.071659636733,0.062097246631517285,0.8659349274794198
catboost,current_predictive,0.043820433393457064,1692,0.6632693061544492,3444098.954042787,2035.519476384626,0.06205673758865248,0.8600548804390435
catboost,current_predictive,0.045,1681,0.6589572716581733,3403628.350244164,2024.7640394075931,0.061867935752528254,0.8557428459427675
catboost,current_predictive,-0.10800464834826881,2397,0.9396315170521364,3398658.3612955976,1417.880000540508,0.11514392991239049,0.8627989023912191
catboost,current_predictive,0.04694911319207586,1660,0.6507252058016464,3371606.9144736845,2031.0885026949907,0.06204819277108434,0.8475107800862407
catboost,current_predictive,0.04983172116146156,1628,0.6381811054488435,3350615.881060553,2058.1178630593076,0.05896805896805897,0.8357506860054881
catboost,current_predictive,0.0475,1650,0.6468051744413955,3346510.3403354445,2028.1880850517846,0.062424242424242424,0.8443747549980399
catboost,current_predictive,0.05,1626,0.6373970991767934,3346013.2606435623,2057.8187334831255,0.05904059040590406,0.8349666797334379
catboost,current_predictive,-0.1351174318715865,2429,0.9521756174049393,3283578.480699486,1351.8231703167912,0.12021407986825854,0.8502548020384163
catboost,current_predictive,0.052500000000000005,1597,0.6260290082320659,3266213.0301134763,2045.217927434863,0.059486537257357544,0.8235985887887103
catboost,current_predictive,0.05254003554751378,1596,0.6256370050960408,3264314.546765049,2045.309866394141,0.05952380952380952,0.8232065856526852
catboost,current_predictive,0.05462903139097988,1564,0.613092904743238,3239420.2203461514,2071.2405500934474,0.05690537084398977,0.8106624852998824
catboost,current_predictive,0.05499999999999999,1558,0.6107408859270874,3233700.3923749067,2075.5458230904405,0.05648267008985879,0.8083104664837318
catboost,current_predictive,0.057499999999999996,1511,0.5923167385339083,3205511.069739641,2121.4500792452955,0.05228325612177366,0.7898863190905527
catboost,current_predictive,0.056293477364369134,1532,0.6005488043904351,3197961.7783272965,2087.44241405176,0.054177545691906005,0.7981183849470795
catboost,current_predictive,0.05819675391808521,1500,0.5880047040376323,3179356.9309557066,2119.5712873038046,0.052,0.7855742845942768
catboost,current_predictive,0.06,1472,0.5770286162289299,3150223.3991013644,2140.0974178677748,0.051630434782608696,0.7745981967855743
catboost,current_predictive,0.06022590265221585,1468,0.5754606036848294,3125456.014758924,2129.0572307622097,0.051771117166212535,0.773030184241474
catboost,current_predictive,-0.16360653610302256,2461,0.964719717757742,3085870.818745727,1253.9093127776218,0.1259650548557497,0.8377107016856135
catboost,current_predictive,0.06167269919270181,1436,0.5629165033320267,3069410.7976142643,2137.4727002884847,0.05013927576601671,0.7604860838886711
catboost,current_predictive,0.0625,1417,0.55546844374755,3018104.5012375135,2129.9255478034675,0.05010585744530699,0.7530380243041944
catboost,current_predictive,0.06294364262652835,1404,0.5503724029792239,3012716.023129178,2145.8091332828903,0.049145299145299144,0.7479419835358683
catboost,current_predictive,0.0642446502974777,1372,0.537828302626421,2926921.9237560416,2133.325017314899,0.048104956268221574,0.7353978831830654
catboost,current_predictive,0.065,1354,0.5307722461779695,2920674.144069493,2157.0710074368485,0.0465288035450517,0.7283418267346139
catboost,current_predictive,0.0656949962504725,1340,0.5252842022736182,2891174.1708187005,2157.592664790075,0.04552238805970149,0.7228537828302627
catboost,current_predictive,-0.20185248255052293,2493,0.9772638181105449,2890050.9687350765,1159.2663332270663,0.13116726835138387,0.8251666013328106
catboost,current_predictive,0.06667133535597065,1308,0.5127401019208153,2840237.7414595615,2171.4355821556283,0.04357798165137615,0.7103096824774598
catboost,current_predictive,0.06761751194409972,1275,0.4998039984319875,2797168.1128339786,2193.8573433991987,0.0407843137254902,0.697373578988632
catboost,current_predictive,0.0675,1279,0.5013720109760879,2778991.315629853,2172.7844531898772,0.04222048475371384,0.6989415915327323
catboost,current_predictive,0.06846828873801615,1243,0.48725989807918463,2683470.354463943,2158.8659327948053,0.04102976669348351,0.6848294786358291
catboost,current_predictive,0.06954931342876502,1211,0.47471579772638184,2626671.9701662143,2169.010710294149,0.04046242774566474,0.6722853782830263
catboost,current_predictive,0.06999999999999999,1194,0.4680517444139553,2594433.2902833614,2172.892202917388,0.04020100502512563,0.6656213249705998
catboost,current_predictive,-0.32989470304874013,2525,0.9898079184633477,2585191.8592600366,1023.8383601029848,0.13940594059405942,0.8126225009800079
catboost,current_predictive,0.07067223818307661,1179,0.462171697373579,2574307.598150922,2183.4670043688907,0.03986429177268872,0.6597412779302234
catboost,current_predictive,0.0715883891545328,1147,0.44962759702077615,2486604.7478908766,2167.9204427993695,0.03836094158674804,0.6471971775774206
catboost,current_predictive,0.0725,1117,0.4378675029400235,2451749.6162186335,2194.9414648331544,0.03581020590868397,0.6354370834966679
catboost,current_predictive,0.07254756210216777,1115,0.43708349666797336,2447128.478084203,2194.7340610620654,0.03587443946188341,0.6346530772246178
catboost,current_predictive,0.07342035240652844,1083,0.4245393963151705,2383797.2980807154,2201.1055383940125,0.036011080332409975,0.622108976871815
catboost,current_predictive,0.07420802667066342,1051,0.4119952959623677,2304105.4122094717,2192.298203814911,0.035204567078972404,0.6095648765190121
catboost,current_predictive,0.075,1033,0.40493923951391614,2280178.912735825,2207.3367983889884,0.03388189738625363,0.6025088200705606
catboost,current_predictive,0.07535636240263377,1019,0.3994511956095649,2262813.0573492316,2220.621253532121,0.033366045142296366,0.5970207761662093
catboost,current_predictive,0.07618629759535427,987,0.38690709525676203,2205067.326825951,2234.110766794277,0.03242147922998987,0.5844766758134065
catboost,current_predictive,0.07677430235904535,955,0.37436299490395925,2087370.7106052486,2185.728492780365,0.033507853403141365,0.5719325754606037
catboost,current_predictive,0.07748780109206567,923,0.3618188945511564,2038938.9096506792,2209.034571669208,0.032502708559046585,0.5593884751078009
catboost,current_predictive,0.0775,922,0.36142689141513135,2037061.7780493794,2209.394553198893,0.03253796095444685,0.5589964719717758
catboost,current_predictive,0.07828155561475612,891,0.3492747941983536,1927700.8772601015,2163.5251147700355,0.03254769921436588,0.546844374754998
catboost,current_predictive,0.07932853806939114,859,0.33673069384555077,1870598.4858371904,2177.6466657010365,0.03143189755529686,0.5343002744021952
catboost,current_predictive,0.08,836,0.32771462171697374,1843701.721211817,2205.384833985427,0.029904306220095694,0.5252842022736182
catboost,current_predictive,0.08028067605447411,827,0.3241865934927479,1824353.6762222527,2205.989934972494,0.030229746070133012,0.5217561740493923
catboost,current_predictive,0.080983880456212,795,0.31164249313994513,1769493.3595766095,2225.777810788188,0.027672955974842768,0.5092120736965896
catboost,current_predictive,0.08177819074980704,763,0.2990983927871423,1704216.79076369,2233.573775574954,0.027522935779816515,0.49666797334378676
catboost,current_predictive,0.08261213718225215,731,0.2865542924343395,1645412.278934626,2250.9059903346456,0.023255813953488372,0.4841238729909839
catboost,current_predictive,0.08323005106250518,699,0.27401019208153665,1578331.8490934144,2257.985477959105,0.022889842632331903,0.4715797726381811
catboost,current_predictive,0.08398699010159799,667,0.2614660917287338,1461919.196369606,2191.7829031028577,0.0239880059970015,0.4590356722853783
catboost,current_predictive,0.0846483944116118,635,0.24892199137593102,1427666.6275613378,2248.293901671398,0.02047244094488189,0.44649157193257544
catboost,current_predictive,0.08549716178381025,603,0.23637789102312817,1343439.8706898324,2227.9268170643986,0.02155887230514096,0.43394747157977265
catboost,current_predictive,0.08609496710994297,571,0.22383379067032536,1256890.4418339035,2201.209180094402,0.021015761821366025,0.4214033712269698
catboost,current_predictive,0.08664263830779584,539,0.21128969031752254,1185372.6575228767,2199.2071568142424,0.02040816326530612,0.408859270874167
catboost,current_predictive,0.08745147678329468,507,0.19874558996471972,1098040.3569690469,2165.7600729172523,0.01972386587771203,0.39631517052136417
catboost,current_predictive,0.0881353761716136,475,0.1862014896119169,1017846.1797369455,2142.834062604096,0.021052631578947368,0.3837710701685613
catboost,current_predictive,0.08902982715804039,442,0.17326538612308898,981337.8460770971,2220.221371215152,0.01583710407239819,0.3708349666797334
catboost,current_predictive,0.08967633931295514,410,0.16072128577028616,925765.3141711438,2257.9641809052287,0.014634146341463415,0.35829086632693063
catboost,current_predictive,0.0904030777061549,378,0.14817718541748334,835789.626696419,2211.083668509045,0.013227513227513227,0.3457467659741278
catboost,current_predictive,0.0910288131871167,346,0.13563308506468053,736116.200370199,2127.503469278032,0.014450867052023121,0.33320266562132494
catboost,current_predictive,0.09198512364298213,314,0.1230889847118777,663693.9904617817,2113.6751288591777,0.01592356687898089,0.32065856526852216
catboost,current_predictive,0.092583121867932,282,0.11054488435907488,592386.8286518358,2100.6625129497725,0.01773049645390071,0.3081144649157193
catboost,current_predictive,0.09319536201137493,250,0.09800078400627205,490750.94470750564,1963.0037788300226,0.016,0.2955703645629165
catboost,current_predictive,0.09405532956410613,218,0.08545668365346923,453909.59821300703,2082.1541202431517,0.013761467889908258,0.2830262642101137
catboost,current_predictive,0.09473096294948155,186,0.07291258330066641,381332.72542683047,2050.1759431550026,0.016129032258064516,0.27048216385731083
catboost,current_predictive,0.09546148375947648,154,0.06036848294786358,306776.90003718383,1992.0577924492457,0.01948051948051948,0.25793806350450804
catboost,current_predictive,0.0961774566771003,122,0.04782438259506076,257222.32996310687,2108.379753795958,0.01639344262295082,0.24539396315170522
catboost,current_predictive,0.0982547647713216,90,0.03528028224225794,206094.32246539794,2289.9369162821995,0.011111111111111112,0.23284986279890238
catboost,current_predictive,0.10021782438810672,58,0.022736181889455115,126612.88057144095,2182.980699507603,0.017241379310344827,0.22030576244609956
catboost,current_predictive,0.10199030426806262,26,0.010192081536652292,63999.00610913272,2461.5002349666433,0.0,0.20776166209329675
family_mean_blend,current_predictive,0.0075,2020,0.7918463347706781,3812869.128659637,1887.5589745839789,0.0801980198019802,0.9549196393571149
family_mean_blend,current_predictive,0.0049999999999999975,2034,0.7973343786750294,3806318.868934571,1871.3465432323358,0.08062930186823992,0.9564876519012152
family_mean_blend,current_predictive,0.009050458038756662,2012,0.7887103096824775,3801013.6510845255,1889.171794773621,0.07952286282306163,0.9541356330850647
family_mean_blend,current_predictive,0.009999999999999995,2004,0.7855742845942768,3796594.760333894,1894.508363440067,0.07934131736526946,0.9541356330850647
family_mean_blend,current_predictive,0.015,1965,0.7702861622892984,3784942.7316217264,1926.1795071866293,0.07684478371501273,0.9498235985887887
family_mean_blend,current_predictive,-0.027500000000000004,2192,0.8592708741669933,3774314.675228989,1721.8588846847579,0.0926094890510949,0.9400235201881615
family_mean_blend,current_predictive,0.003817484900539295,2044,0.8012544100352803,3771975.623888434,1845.3892484777075,0.0821917808219178,0.9572716581732654
family_mean_blend,current_predictive,0.0175,1945,0.7624460995687965,3771172.4096541232,1938.9061232154875,0.07660668380462725,0.946687573500588
family_mean_blend,current_predictive,0.0024999999999999953,2048,0.8028224225793806,3770891.0261595263,1841.2553838669562,0.08251953125,0.9580556644453155
family_mean_blend,current_predictive,0.013166725506245843,1980,0.7761662093296746,3767349.8917235197,1902.701965516929,0.07828282828282829,0.9517836142689141
family_mean_blend,current_predictive,0.017193634239867524,1948,0.7636221089768718,3766650.573313183,1933.5988569369524,0.07700205338809035,0.9470795766366131
family_mean_blend,current_predictive,0.012499999999999997,1982,0.7769502156017248,3763408.7966139303,1898.7935401684815,0.07870837537840565,0.9525676205409643
family_mean_blend,current_predictive,-0.030000000000000002,2200,0.8624068992551941,3762776.1284506046,1710.3527856593657,0.09318181818181819,0.9368874950999608
family_mean_blend,current_predictive,-0.0175,2149,0.8424147393179146,3761650.7442432684,1750.41914576234,0.09073987901349465,0.9521756174049393
family_mean_blend,current_predictive,-0.015,2140,0.8388867110936887,3761287.374298868,1757.6109225695643,0.09018691588785047,0.9549196393571149
family_mean_blend,current_predictive,0.020000000000000004,1918,0.7518620148961191,3758143.698443725,1959.4075591468848,0.0740354535974974,0.9392395139161114
family_mean_blend,current_predictive,-0.020000000000000004,2155,0.8447667581340651,3755301.851763486,1742.5994671756316,0.091415313225058,0.9498235985887887
family_mean_blend,current_predictive,0.02017840349119747,1916,0.751078008624069,3752736.138176323,1958.6305522840935,0.07411273486430063,0.9384555076440612
family_mean_blend,current_predictive,-0.031747287099679715,2205,0.8643669149353195,3751617.5402505333,1701.4138504537566,0.09387755102040816,0.9364954919639357
family_mean_blend,current_predictive,-0.025,2178,0.8537828302626421,3751352.936157886,1722.3842682083957,0.09274563820018365,0.9439435515484124
family_mean_blend,current_predictive,-0.0325,2208,0.8655429243433947,3749350.5961352102,1698.075451148193,0.09420289855072464,0.9353194825558604
family_mean_blend,current_predictive,-0.015306231698312335,2141,0.8392787142297138,3747930.661363962,1750.5514532293143,0.09061186361513311,0.9545276362210897
family_mean_blend,current_predictive,-0.012500000000000004,2133,0.8361426891415131,3746782.1843554103,1756.5786143250868,0.090014064697609,0.9560956487651902
family_mean_blend,current_predictive,-0.035,2226,0.8725989807918463,3746496.535805084,1683.062235312257,0.09568733153638814,0.9282634261074089
family_mean_blend,current_predictive,-0.010000000000000002,2121,0.831438651509212,3741677.409627889,1764.1100469721305,0.09005186232909006,0.9560956487651902
family_mean_blend,current_predictive,-0.022500000000000003,2166,0.849078792630341,3740041.0432055173,1726.704082735696,0.09187442289935364,0.9455115640925127
