feature,segment,rows,validation_rows,test_rows,approved_count,approval_rate,prior_declined_rows,prior_declined_approved,prior_declined_approval_rate,labeled_rows,observed_default_rate,approved_labeled_rows,approved_observed_default_rate,mean_predicted_pd,mean_pd_approved,mean_pd_interval_width,mean_approval_support,expected_npv_total_approved,expected_npv_margin_approved,labeled_validation_realized_npv_approved,mean_break_even_pd_approved,mean_pd_headroom_approved
cash_stress_quintile,"(0.624, 1.5]",2661,899,1762,1364,0.5125892521608418,1455,443,0.30446735395189,421,0.28978622327790976,332,0.22289156626506024,0.3484778208167101,0.1969256280053941,0.15894326450476057,0.45829658060715633,1933342.0931154024,0.04967912395899424,331483.1157885764,0.5592220193535825,0.3611812233591716
cash_stress_quintile,"(1.5, 4.122]",2661,908,1753,480,0.18038331454340473,1580,84,0.053164556962025315,363,0.48760330578512395,139,0.28776978417266186,0.5444464867607953,0.2784368545573746,0.1551187552618213,0.40457859238288046,263245.67671846633,0.01719644331333993,-10167.18655903457,0.36362420448823124,0.08518734993085669
account_age_days_quintile,"(199.999, 367.0]",2665,918,1747,1561,0.5857410881801126,1336,489,0.36601796407185627,448,0.24553571428571427,360,0.15555555555555556,0.3063683960666925,0.15226755340705492,0.15475302782558079,0.4972886648462348,2320614.151500341,0.0577565444808785,681204.4885138957,0.5391236462956879,0.37439389441057
account_age_days_quintile,"(785.0, 1204.0]",2662,922,1740,1740,0.6536438767843726,1198,515,0.4298831385642738,506,0.19960474308300397,428,0.12850467289719625,0.2863296199916726,0.15328027844322073,0.155393760671985,0.5433623341919832,2760137.6501920414,0.06183476462203814,664118.1631116911,0.5924740146497132,0.4228728644922399
account_age_days_quintile,"(1204.0, 1759.0]",2661,882,1779,1895,0.7121382938744832,1098,542,0.4936247723132969,523,0.1988527724665392,457,0.1487964989059081,0.25742158823807004,0.14576393843409974,0.15465712729045566,0.5855760244128336,3188702.248659251,0.06540631070664744,875687.5072224957,0.6152157385219665,0.4492863355380419
account_age_days_quintile,"(1759.0, 6542.0]",2659,880,1779,2212,0.8318916886047386,840,513,0.6107142857142858,612,0.17973856209150327,570,0.15087719298245614,0.19338506542225678,0.13097601967001204,0.1525478511919081,0.6779740025086838,4083474.360874853,0.07140185815236867,1093968.124005837,0.6496659891800934,0.49051280769855654
account_age_days_quintile,"(367.0, 785.0]",2659,887,1772,1625,0.6111320045129748,1319,532,0.40333586050037906,462,0.21861471861471862,381,0.15485564304461943,0.30483833683405914,0.15850408627975532,0.1557549848131392,0.5150900644386064,2468990.936462681,0.058967412229455826,597501.8597852533,0.563701363160406,0.3919191525325545
aggregate_credit_utilization_quintile,"(0.007240000000000001, 0.263]",2662,924,1738,2641,0.9921111945905334,547,532,0.9725776965265083,738,0.08130081300813008,736,0.08152173913043478,0.08219378744337394,0.07997564919969505,0.14458873890734086,0.7846779412870301,5447344.7720353175,0.08622864626548761,1489156.7741442192,0.7834215650909346,0.6845250112529083
aggregate_credit_utilization_quintile,"(0.263, 0.425]",2661,913,1748,2524,0.9485155956407366,892,796,0.8923766816143498,606,0.1353135313531353,591,0.12521150592216582,0.14395581234496824,0.12880046588058347,0.15508043876596103,0.6540456921346253,4616326.426396478,0.06992881108640495,1296404.2705112845,0.6716048069762326,0.5373999048423885
aggregate_credit_utilization_quintile,"(0.425, 0.573]",2661,854,1807,2142,0.8049605411499436,1141,742,0.6503067484662577,495,0.2202020202020202,456,0.19078947368421054,0.22743208201102855,0.17995288205862942,0.15854202766200928,0.5736060690189343,3118682.3617770225,0.05305154147729416,775293.1061013204,0.5332790587576792,0.3494754883609192
aggregate_credit_utilization_quintile,"(0.573, 0.73]",2661,889,1772,1369,0.5144682450206689,1408,431,0.30610795454545453,423,0.3073286052009456,322,0.2360248447204969,0.3435473733768946,0.22783368350227937,0.1592281464500833,0.4722974060413294,1409896.4849314261,0.036359563800537543,140223.8576709234,0.4342518594743238,0.20566144391358215
aggregate_credit_utilization_quintile,"(0.73, 0.99]",2661,909,1752,357,0.13416009019165728,1803,90,0.04991680532445923,289,0.5017301038062284,91,0.2967032967032967,0.5513767332676177,0.2639681874053585,0.15567236485587305,0.33442411379105463,229669.30254892365,0.021892301443868053,211402.13421142544,0.38653184844093946,0.12201805640153628
bookkeeping_recency_days_quintile,"(2.182, 13.941]",2662,923,1739,2323,0.8726521412471826,759,526,0.6930171277997365,655,0.14198473282442747,621,0.12721417069243157,0.16837675008143416,0.12202595393476859,0.15138834852120692,0.7142980790235467,4394388.80521071,0.07398572098406667,1121355.4841796458,0.6688614497333457,0.5202034767946941
bookkeeping_recency_days_quintile,"(13.941, 18.566]",2661,891,1770,2018,0.7583615182262308,1005,553,0.5502487562189055,552,0.16666666666666666,487,0.11498973305954825,0.23453049975865123,0.14541309121868665,0.15426892288623356,0.6129760031703156,3350858.4387078313,0.06447830591482874,937251.9066327186,0.6080246947233724,0.4426761962069167
bookkeeping_recency_days_quintile,"(18.566, 23.484]",2661,899,1762,1808,0.6794438181134912,1169,544,0.46535500427716,512,0.208984375,438,0.14383561643835616,0.27452191921144264,0.15399894070333076,0.15513836376065054,0.5515089459185442,2868831.4712316897,0.06144189212469299,748461.0103863224,0.5850868400499492,0.4157753274431534
bookkeeping_recency_days_quintile,"(23.484, 30.299]",2661,876,1785,1630,0.6125516723036453,1314,520,0.395738203957382,450,0.24888888888888888,373,0.19839142091152814,0.3044713013924083,0.16121540764604372,0.15594336716927865,0.5052536755192825,2413485.355684776,0.05727966698620147,535712.0088286634,0.5528716510389037,0.3792911195189172
bookkeeping_recency_days_quintile,"(30.299, 102.358]",2661,900,1761,1254,0.47125140924464487,1544,448,0.29015544041450775,382,0.3193717277486911,277,0.18772563176895307,0.3665729305656597,0.16729424727468467,0.15637015902031504,0.43504096729301844,1794355.2768541614,0.05503949038352089,569699.7326118228,0.5325986427672302,0.35506438615520586
days_since_last_external_decline_quintile,days_since_last_external_decline_q:missing,6554,2230,4324,5044,0.7696063472688435,2490,1365,0.5481927710843374,1391,0.18835370237239396,1253,0.14604948124501196,0.2207527907929127,0.13430573495280143,0.15340221634725368,0.6167811582742629,8679010.351064797,0.06774775482524194,2184139.15158049,0.6160640771640032,0.46016860315282665
days_since_last_external_decline_quintile,"(0.028999999999999998, 14.179]",1351,447,904,662,0.4900074019245004,745,217,0.2912751677852349,201,0.23880597014925373,156,0.14102564102564102,0.37437866989401486,0.18100847282607035,0.15628132630064925,0.4623711513192256,955400.2736655495,0.05417571275225843,245882.10971677507,0.5600738747478125,0.367708921919149
days_since_last_external_decline_quintile,"(122.529, 1112.831]",1351,456,895,1000,0.7401924500370096,564,305,0.5407801418439716,263,0.18631178707224336,235,0.14468085106382977,0.2396323565056988,0.1417266399453892,0.15419254507844954,0.585165349341608,1679699.801824253,0.06490622557151406,395775.4093133346,0.6054394683638807,0.4471612641984562
days_since_last_external_decline_quintile,"(14.179, 35.115]",1350,445,905,696,0.5155555555555555,719,230,0.3198887343532684,205,0.2780487804878049,147,0.14285714285714285,0.35736293003067493,0.17731738346487994,0.15654987325670172,0.47756084565312923,1022966.6254883935,0.054697830919802244,275633.0101184611,0.5466100680520233,0.35663507760924923
days_since_last_external_decline_quintile,"(35.115, 66.111]",1350,471,879,783,0.58,634,216,0.34069400630914826,256,0.23828125,214,0.16355140186915887,0.3223578103961766,0.1643115846432829,0.15607063200046356,0.5066208000263567,1186552.1445152743,0.05780683966775154,329442.98536493035,0.54566470539137,0.3650372828702969
days_since_last_external_decline_quintile,"(66.111, 122.529]",1350,440,910,848,0.6281481481481481,639,258,0.40375586854460094,235,0.20851063829787234,191,0.1518324607329843,0.29221511832415087,0.16137600080363174,0.15593248774154367,0.530392025940784,1298290.1511309,0.058532667146153905,481607.4765451814,0.5710088362677601,0.3965806094982481
days_since_last_inquiry_elsewhere_quintile,days_since_last_inquiry_elsewhere_q:missing,6512,2194,4318,5043,0.774416461916462,2487,1403,0.5641334941696824,1363,0.1760821716801174,1228,0.13680781758957655,0.2183358044079207,0.13379367716053991,0.15332913126347475,0.6175096792716691,8687903.269042142,0.06801025814011132,2492024.5699338447,0.6176561327792458,0.4619730058962318
days_since_last_inquiry_elsewhere_quintile,"(0.00259, 7.093]",1359,461,898,648,0.4768211920529801,748,199,0.2660427807486631,208,0.3125,156,0.1987179487179487,0.3812933865715782,0.1885320599948414,0.1564673982310114,0.45808321863431894,888538.5964348286,0.05178009457888358,105283.2724717669,0.5372815394683781,0.33574743049254
days_since_last_inquiry_elsewhere_quintile,"(33.654, 61.443]",1359,463,896,847,0.623252391464312,613,235,0.3833605220228385,246,0.2073170731707317,216,0.18055555555555555,0.2890294842555571,0.14995199930251224,0.15554608460741834,0.5352358897422904,1356086.7508017388,0.06101587803734127,449731.72871224367,0.5745164870583298,0.41142259370206624
days_since_last_inquiry_elsewhere_quintile,"(61.443, 761.002]",1359,456,903,979,0.7203826342899191,572,286,0.5,271,0.16974169741697417,238,0.13445378151260504,0.24432890982566163,0.14514776646859454,0.15522691792312407,0.5851564596065242,1640673.339195825,0.06474298370393453,316036.40496549563,0.6099535701375699,0.44912231330352487
days_since_last_inquiry_elsewhere_quintile,"(7.093, 17.625]",1359,464,895,709,0.5217071376011774,735,226,0.3074829931972789,222,0.2747747747747748,171,0.15789473684210525,0.36128818574453897,0.18214528043266748,0.15599836353274874,0.4764710894973399,1006038.4833424003,0.053300715602546095,246393.84966425848,0.5445397951127118,0.3490896502284411
days_since_last_inquiry_elsewhere_quintile,"(17.625, 33.654]",1358,451,907,807,0.5942562592047128,636,242,0.3805031446540881,241,0.26141078838174275,187,0.1443850267379679,0.31859420044054304,0.16452019207051025,0.15606338973314818,0.5069104870961687,1242678.9088722337,0.05709429997313099,303010.31689156365,0.553505565617999,0.3767770885238951
existing_debt_obligations_quintile,"(979.4680000000001, 4784.47]",2662,945,1717,2338,0.8782870022539444,904,659,0.7289823008849557,627,0.13556618819776714,603,0.11774461028192372,0.15276211953504606,0.11123891303290556,0.15051228693946161,0.6554349042792025,4593501.5592400525,0.0748253616218266,1070853.5507641367,0.6576239715137631,0.5233814421595089
existing_debt_obligations_quintile,"(10902.619, 45917.628]",2661,905,1756,1199,0.4505824877865464,1408,346,0.24573863636363635,430,0.3209302325581395,290,0.1724137931034483,0.39967764638440534,0.1838374168733432,0.15588065305666346,0.476743969953168,1535732.8058909527,0.05187453170564523,500882.0129749257,0.5356284127290603,0.340099154794305
existing_debt_obligations_quintile,"(4784.47, 6375.721]",2661,878,1783,2059,0.7737692596768132,1079,618,0.5727525486561631,524,0.17557251908396945,473,0.13530655391120508,0.22218650075083118,0.145541992389201,0.15494208169150833,0.5942633949873211,3523766.422491935,0.06570331058422244,980532.3478662067,0.6102032845272874,0.4458651408370092
existing_debt_obligations_quintile,"(6375.721, 8192.219]",2661,893,1768,1861,0.6993611424276588,1152,542,0.4704861111111111,512,0.1875,444,0.14189189189189189,0.26221596880301096,0.1545695641368146,0.1553120275048945,0.5647516261781017,2894973.90011241,0.060713472424931136,768321.8913342415,0.5829672822943177,0.41303093997544943
existing_debt_obligations_quintile,"(8192.219, 10902.619]",2661,868,1793,1576,0.5922585494175122,1248,426,0.34134615384615385,458,0.25109170305676853,386,0.19689119170984457,0.3116370334921637,0.16502889068328452,0.1564624413878481,0.5279058962239243,2273944.6599538173,0.0571371970871762,591890.3396996623,0.5571662872756158,0.379510462960043
invoice_payment_delinquency_rate_quintile,"(0.00152, 0.1]",2662,897,1765,2660,0.9992486851990984,555,553,0.9963963963963964,714,0.06862745098039216,714,0.06862745098039216,0.07588753985504373,0.0757484075558591,0.1443009318340697,0.7889869254613285,5407022.988772006,0.0889377071302466,1612221.740710449,0.8116061246894027,0.7208766059642087
invoice_payment_delinquency_rate_quintile,"(0.1, 0.164]",2661,894,1767,2567,0.9646749342352499,925,847,0.9156756756756756,595,0.12941176470588237,588,0.12755102040816327,0.13053713358556424,0.12268327685391753,0.155061408180179,0.6560453101000305,4607144.783036873,0.06873026879100544,1132661.6857155196,0.6579396020996136,0.5330004322006712
invoice_payment_delinquency_rate_quintile,"(0.164, 0.241]",2661,900,1761,2132,0.8012025554302894,1169,732,0.6261762189905903,518,0.20656370656370657,487,0.19507186858316222,0.22821107522105102,0.1883972815348628,0.15900911744759286,0.5615194689411981,3125988.824497429,0.05130985253460038,819114.3928849116,0.5384002288380977,0.3495628611106247
invoice_payment_delinquency_rate_quintile,"(0.241, 0.356]",2661,922,1739,1364,0.5125892521608418,1371,400,0.29175784099197666,438,0.3356164383561644,323,0.26006191950464397,0.34424254755161193,0.23856423668957058,0.1594945108350349,0.47209255980842135,1504677.2801073375,0.035264026414401906,288847.39530851523,0.45189121277391175,0.2131952895424724
invoice_payment_delinquency_rate_quintile,"(0.356, 0.889]",2661,876,1785,310,0.11649755730928223,1771,59,0.033314511575381144,286,0.5104895104895105,84,0.25,0.5696298621094502,0.2723378566045536,0.1552458565018781,0.3404053386518957,177085.47127552124,0.01600236027748596,59634.928019777784,0.34582565650921543,0.0734877999046618
multi_lender_inquiry_count_30d,0,8577,2909,5668,6069,0.7075900664568031,3578,1712,0.47847959754052544,1712,0.18516355140186916,1494,0.13386880856760375,0.2551056288102512,0.14296268754315372,0.15435429862903946,0.5825779286192022,10192304.187335685,0.06550918653598577,2553838.822695982,0.6056004731593905,0.4420112561611421
multi_lender_inquiry_count_30d,1,3686,1245,2441,2374,0.6440586001085187,1678,688,0.4100119189511323,669,0.24813153961136025,565,0.18053097345132743,0.2884965609122528,0.1529122676050012,0.15473724046948947,0.5392598740551474,3742653.889702876,0.06088693554838905,1136785.989833307,0.5748806599655929,0.40582786279175737
multi_lender_inquiry_count_30d,2,872,284,588,511,0.5860091743119266,436,164,0.3761467889908257,149,0.2550335570469799,122,0.16393442622950818,0.3154468178387255,0.1632547024729491,0.15639593658041187,0.5043426058438837,781371.9869790035,0.057245522451248226,218005.30775536312,0.5582984636176808,0.3816975459330984
multi_lender_inquiry_count_30d,3,147,47,100,66,0.4489795918367347,86,23,0.26744186046511625,19,0.21052631578947367,13,0.07692307692307693,0.37138196118400674,0.18508372168338105,0.15704251515800963,0.4498331398711581,82635.69968879256,0.04888261795477951,13129.457265206227,0.5087234657594205,0.30685601376775334
multi_lender_inquiry_count_30d,4,21,4,17,12,0.5714285714285714,11,4,0.36363636363636365,2,0.5,2,0.5,0.2844530436681816,0.11702487041316982,0.1520986944363877,0.5116450593324942,22213.70200420762,0.06969586331052459,-9279.434910685315,0.6004578935181528,0.4697725629370378
multi_lender_inquiry_count_30d,5,3,0,3,1,0.3333333333333333,2,0,0.0,0,,0,,0.4601692140263693,0.2108433734939759,0.15999999999999995,0.3801402575296245,739.8819786040688,0.022467075896954434,0.0,0.28364558734884177,0.07280221385486588
observed_cash_balance_p10_quintile,observed_cash_balance_p10_q:missing,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
observed_cash_balance_p10_quintile,"(-11737.562, -2358.579]",1685,564,1121,300,0.17804154302670624,1030,74,0.07184466019417475,211,0.4976303317535545,80,0.325,0.5812807795003605,0.24855551016458985,0.15293729657244773,0.377641975838131,277977.72461673315,0.029399073483697434,-54333.93555498039,0.4166316439772831,0.1680761338126933
observed_cash_balance_p10_quintile,"(-2358.579, -669.589]",1685,585,1100,905,0.5370919881305638,830,278,0.3349397590361446,299,0.3177257525083612,216,0.19907407407407407,0.347087714205538,0.2193630832915088,0.1587915668757817,0.5089961767056991,1116019.0496380627,0.042739451329197334,239904.55743536647,0.521742468931303,0.3016069613188739
observed_cash_balance_p10_quintile,"(-669.589, 960.987]",1685,573,1112,1332,0.7905044510385757,690,418,0.6057971014492753,344,0.22674418604651161,314,0.20063694267515925,0.22113813855773146,0.1657289113991609,0.1574662129770971,0.5893626343648493,2065214.967704399,0.057003828287011296,439755.10340204806,0.5868986108290893,0.4193386858487705
observed_cash_balance_p10_quintile,"(2715.22, 14227.018]",1685,560,1125,1682,0.9982195845697329,345,343,0.9942028985507246,443,0.07223476297968397,443,0.07223476297968397,0.07580384211951277,0.07532755625300444,0.1426910431508338,0.7963780180145827,3437893.4127571057,0.08953484006914446,992226.1350465316,0.7609698410479693,0.6648699548421095
observed_cash_balance_p10_quintile,"(960.987, 2715.22]",1685,565,1120,1599,0.9489614243323442,530,461,0.869811320754717,399,0.09774436090225563,391,0.09207161125319693,0.12912107651406615,0.1161431378598602,0.1525370528880647,0.6839659787747768,2929332.1538019865,0.0716758045980252,819399.9141875419,0.6666826456757301,0.5410475051527188
observed_monthly_revenue_avg_3mo_quintile,observed_monthly_revenue_avg_3mo_q:missing,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
observed_monthly_revenue_avg_3mo_quintile,"(141707.154, 191246.224]",1685,559,1126,1042,0.6183976261127596,730,273,0.37397260273972605,321,0.22429906542056074,265,0.13584905660377358,0.3087521152616595,0.15068318415109025,0.1542955197628021,0.5665810670110606,1437101.1133478289,0.061763860340076776,463223.9454432215,0.5760189775730126,0.40571989629747507
observed_monthly_revenue_avg_3mo_quintile,"(191246.224, 250677.222]",1685,585,1100,1164,0.6908011869436201,687,315,0.4585152838427948,349,0.19197707736389685,299,0.13043478260869565,0.26659531663289876,0.14661638015586495,0.15443105475524324,0.5887938295272966,1865695.6918985832,0.06632142584499934,558556.4372916082,0.6244902429603896,0.45123572132819706
observed_monthly_revenue_avg_3mo_quintile,"(250677.222, 344528.937]",1685,568,1117,1307,0.7756676557863501,656,377,0.5746951219512195,346,0.18497109826589594,310,0.15161290322580645,0.21792728653335744,0.13301697333281234,0.1527857558961103,0.6159938595729415,2362715.834811546,0.0696499571709907,600890.958754977,0.6193173336012731,0.4597377979117817
observed_monthly_revenue_avg_3mo_quintile,"(26594.551, 141707.154]",1685,551,1134,822,0.4878338278931751,791,200,0.2528445006321112,295,0.3050847457627119,203,0.1477832512315271,0.4034747451352433,0.16618483257333858,0.15296441186892598,0.5344167163797369,916459.6139399869,0.05642026936052278,215736.1789969384,0.5537548927693875,0.37393835141541765
observed_monthly_revenue_avg_3mo_quintile,"(344528.937, 1944011.083]",1685,584,1101,1483,0.8801186943620178,561,409,0.7290552584670231,385,0.14545454545454545,367,0.1307901907356948,0.15768208733404993,0.11336784865759396,0.1499464301811434,0.6505593112070032,3244465.0545203425,0.07395091013493008,598544.2540297625,0.6527841374455049,0.518556837747907
observed_overdraft_count_3mo,0.0,5314,1759,3555,4174,0.7854723372224313,1952,1114,0.5706967213114754,1122,0.15597147950089127,1020,0.12058823529411765,0.21482377640476746,0.12455544962217642,0.1514262572841818,0.6302463704662168,7407596.343791502,0.07149643087104002,1718781.847157558,0.6369044766065758,0.4872797545772767
observed_overdraft_count_3mo,nan,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
observed_overdraft_count_3mo,1.0,2306,815,1491,1343,0.5823937554206418,1049,371,0.3536701620591039,453,0.2582781456953642,357,0.17086834733893558,0.33435719548486487,0.16829595619650917,0.15563672988269311,0.541106239243695,2042417.889018593,0.05681782018658541,660335.5396343549,0.563649081618383,0.3830172767302123
observed_overdraft_count_3mo,2.0,636,214,422,261,0.41037735849056606,324,76,0.2345679012345679,98,0.45918367346938777,57,0.22807017543859648,0.4342987286202547,0.19986876457716776,0.15545100095681075,0.4885425835361155,330458.40509570483,0.04691422881056805,36397.94852903409,0.5209171993309237,0.3142797462918056
observed_overdraft_count_3mo,3.0,145,50,95,40,0.27586206896551724,87,13,0.14942528735632185,19,0.47368421052631576,10,0.3,0.5258231183378715,0.20433292544569087,0.15276764198496476,0.4420781152890815,45964.67061248729,0.041454715975290095,21436.439195560695,0.47807824103177304,0.27374531558608217
observed_overdraft_count_3mo,4.0,20,7,13,0,0.0,12,0,0.0,2,1.0,0,,0.7117219349423428,,0.14593235294117643,0.4077493657152097,0.0,,0.0,,
observed_overdraft_count_3mo,5.0,4,2,2,0,0.0,1,0,0.0,2,0.5,0,,0.7307850996109867,,0.13470588235294118,0.38784075439200805,0.0,,0.0,,
observed_revenue_trend_3mo_quintile,observed_revenue_trend_3mo_q:missing,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
observed_revenue_trend_3mo_quintile,"(-0.0885, 1.197]",1685,595,1090,1403,0.8326409495548961,604,392,0.6490066225165563,380,0.15,353,0.11048158640226628,0.1792237477706545,0.11336292761991851,0.15014398215165659,0.6438223276686303,2501819.6810099604,0.07309260186564577,669654.1682568337,0.6434574756108105,0.507446188163186
observed_revenue_trend_3mo_quintile,"(-0.349, -0.0885]",1685,567,1118,1259,0.7471810089020772,644,341,0.5295031055900621,371,0.18598382749326145,329,0.11854103343465046,0.24164462310927043,0.14337084242003514,0.15416364750437056,0.6089352294370547,2106986.823047012,0.06655426360834873,534178.7589335302,0.6133109432626821,0.44587920211164833
observed_revenue_trend_3mo_quintile,"(-0.559, -0.349]",1685,550,1135,1150,0.6824925816023739,649,299,0.46070878274268107,336,0.21726190476190477,280,0.15,0.28034235458642004,0.1478619804347771,0.1539316392191295,0.5877931007976415,1912717.079105874,0.06506708866246223,391063.0931779084,0.60573826141994,0.43577331803990843
observed_revenue_trend_3mo_quintile,"(-0.815, -0.559]",1685,585,1100,1092,0.6480712166172107,727,299,0.41127922971114167,323,0.20123839009287925,264,0.13257575757575757,0.29450681502380416,0.144555110239459,0.15306651332430843,0.5715087818457479,1791364.633754446,0.06434986126324702,414085.77354418277,0.5933050973339036,0.42653563384978144
observed_revenue_trend_3mo_quintile,"(-2.0429999999999997, -0.815]",1685,550,1135,914,0.542433234421365,801,243,0.30337078651685395,286,0.2972027972027972,218,0.20642201834862386,0.35871401040705975,0.15186810123445502,0.15311739026475996,0.5442853439489647,1513549.0916009948,0.06257910127261018,427969.98060405266,0.581050634058514,0.4086921158045775
observed_revenue_volatility_quintile,observed_revenue_volatility_q:missing,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
observed_revenue_volatility_quintile,"(0.123, 0.697]",1685,552,1133,1546,0.9175074183976261,491,397,0.8085539714867617,393,0.09669211195928754,376,0.08776595744680851,0.13517907064185516,0.10386307695610306,0.1488567346142172,0.6966455433134822,2806969.1606245358,0.07754622800577193,680948.8385775235,0.7049938694237037,0.5803951965892089
observed_revenue_volatility_quintile,"(0.697, 0.962]",1685,576,1109,1348,0.8,632,379,0.5996835443037974,357,0.1876750700280112,329,0.1519756838905775,0.20395425320420593,0.13684903231963913,0.1535954155974929,0.6194421392024958,2329939.79380482,0.06760556271321563,502158.7713175934,0.5964566514612223,0.4371839025927776
observed_revenue_volatility_quintile,"(0.962, 1.255]",1685,570,1115,1226,0.7275964391691395,665,330,0.49624060150375937,356,0.17696629213483145,315,0.11428571428571428,0.24884255898431468,0.15116044916254362,0.1547077486239609,0.5903093558775522,2049986.0314939767,0.06472635509547227,610796.5305187029,0.6144306470294116,0.4387233362530633
observed_revenue_volatility_quintile,"(1.255, 1.695]",1685,578,1107,996,0.5910979228486647,762,275,0.36089238845144356,325,0.2676923076923077,255,0.1803921568627451,0.3215986804704476,0.16027713545892247,0.1553460432492821,0.5520745097029892,1536019.0225835876,0.05838710196485,438232.93136933044,0.54871446874736,0.3692832956150347
observed_revenue_volatility_quintile,"(1.695, 10.042]",1685,571,1114,702,0.4166172106824926,875,193,0.22057142857142858,265,0.35471698113207545,169,0.20710059171597633,0.44485698759638553,0.16560032811391812,0.15191723037927188,0.4978732356015197,1103523.300011367,0.057134480607546216,204814.70273335715,0.5371712978974388,0.3528573219346461
payroll_regularity_score_quintile,payroll_regularity_score_q:missing,4881,1642,3239,3215,0.6586765007170662,2366,1017,0.42983939137785293,855,0.20701754385964913,752,0.16489361702127658,0.26761707305364046,0.162256022998308,0.157619713402807,0.5164595410527502,4995482.03917088,0.05810983917484437,1475528.3681226654,0.5691862457093697,0.3961302558041198
payroll_regularity_score_quintile,"(-0.001, 0.339]",1685,560,1125,687,0.4077151335311573,916,213,0.23253275109170304,254,0.35826771653543305,156,0.1794871794871795,0.44056498843346464,0.18223729399894897,0.15390086512090131,0.46244020660305923,782792.1433968854,0.049208521562710314,246778.13495717768,0.5104012848871747,0.3218007778936417
payroll_regularity_score_quintile,"(0.339, 0.458]",1685,602,1083,1006,0.5970326409495549,767,270,0.3520208604954368,336,0.2619047619047619,274,0.1897810218978102,0.3203221535153897,0.16605684671119897,0.15563262163614386,0.542187583620793,1377947.306895935,0.05686110908558435,387109.01164124056,0.5737280198157677,0.39648344634477384
payroll_regularity_score_quintile,"(0.458, 0.572]",1685,529,1156,1206,0.715727002967359,659,322,0.48861911987860396,336,0.19940476190476192,292,0.14383561643835616,0.2557704995186099,0.14707025909824453,0.15461488624348788,0.5917224371435041,1883584.2409826918,0.06336071661167376,416385.25575836777,0.599434477305404,0.43614984207611507
payroll_regularity_score_quintile,"(0.572, 0.702]",1685,540,1145,1353,0.8029673590504451,605,386,0.6380165289256199,343,0.15160349854227406,307,0.10097719869706841,0.21053936684665467,0.13317760064701484,0.15308832290567892,0.6404456453513048,2430374.573599239,0.07069628367991906,516839.9595635308,0.6477148497458415,0.4898229574484415
payroll_regularity_score_quintile,"(0.702, 1.0]",1685,616,1069,1566,0.9293768545994066,478,383,0.801255230125523,427,0.11943793911007025,415,0.11325301204819277,0.12723454258309,0.09990341350619833,0.14718647655801306,0.719548910979378,3351739.043643536,0.08017982836435902,869839.4125961908,0.6878748572051709,0.560054444674513
platform_active_months_quintile,"(4.0, 7.0]",3131,1008,2123,2205,0.7042478441392527,1331,645,0.48459804658151767,597,0.18592964824120603,522,0.13984674329501914,0.2597616065038354,0.14916296120377978,0.15501405157384637,0.565218430975056,3535752.1725308634,0.06260641006482978,861911.4046216244,0.5892774247447212,0.42239201498530593
platform_active_months_quintile,"(1.0, 4.0]",2868,980,1888,1779,0.6202928870292888,1332,511,0.3836336336336336,530,0.25471698113207547,435,0.18160919540229886,0.2968661788984456,0.15634135319719034,0.15516443868703172,0.5397056166442558,2610526.463825303,0.06014023572712163,667287.1226288741,0.5695596562720192,0.3953804230202985
platform_active_months_quintile,"(-0.001, 1.0]",2705,898,1807,1431,0.5290203327171904,1356,396,0.2920353982300885,448,0.27901785714285715,345,0.17681159420289855,0.355320057655003,0.1703281159604579,0.15552485547844902,0.5066517728533892,1837259.2631800957,0.05553153712448365,547843.4400592817,0.5533379821548985,0.36973789015790864
platform_active_months_quintile,"(7.0, 10.0]",2407,838,1569,1800,0.7478188616535106,989,538,0.5439838220424671,499,0.1903807615230461,439,0.14123006833712984,0.22853608928656868,0.13899119811895463,0.15462692120582147,0.5938215961637549,3209643.655111854,0.06732454247484171,786730.4758108018,0.6208849270158509,0.46130685282558953
